step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,orb_pose_x,orb_pose_y,orb_pose_z,orb_pose_qw,orb_pose_qx,orb_pose_qy,orb_pose_qz,orb_pose_vx,orb_pose_vy,orb_pose_vz,orb_pose_avx,orb_pose_avy,orb_pose_avz,mot_pose_x,mot_pose_y,mot_pose_z,mot_pose_qw,mot_pose_qx,mot_pose_qy,mot_pose_qz,mot_pose_vx,mot_pose_vy,mot_pose_vz,mot_pose_avx,mot_pose_avy,mot_pose_avz,est_pose_x,est_pose_y,est_pose_z,est_pose_qw,est_pose_qx,est_pose_qy,est_pose_qz,est_pose_vx,est_pose_vy,est_pose_vz,est_pose_avx,est_pose_avy,est_pose_avz,ukf_pose_x,ukf_pose_y,ukf_pose_z,ukf_pose_qw,ukf_pose_qx,ukf_pose_qy,ukf_pose_qz,ukf_pose_vx,ukf_pose_vy,ukf_pose_vz,ukf_pose_avx,ukf_pose_avy,ukf_pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,fixed_centre_rate_deg,fixed_max_rate_deg,fixed_rate_expo,fixed_angle_max_deg,est_param_tau_angle,est_param_fc_roll_offset_deg,est_param_fc_pitch_offset_deg,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1763700127.1356485,1.6932059531313207e-19,1.6932059531313207e-19,0.09999999991507447,9.403242391793957e-20,8.4660297656566025e-19,8.4660297656566025e-19,0.49999999957537233,4.701621195896978e-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09996772631950898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0036,0.0031,0.003,0.0003
0,1763700127.1978245,-3.346990121294753e-12,-3.346990121294753e-12,0.1949999999140746,-3.3469899682078625e-12,-1.6734951410746593e-11,-1.6734951410746593e-11,0.4999999999737693,-1.6734950287693324e-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2532654230415175e-22,-2.2532654230415175e-22,0.08366871102420333,1.0,0.0,0.0,-1.9786567348747496e-21,1.0530566977071583e-20,-1.0530566977071583e-20,-0.4812557601366262,0.0,0.0,-1.1009235063608045e-19,0.0,0.0,0.09996826404347782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0024,0.0027,0.0028,0.0004
0,1763700127.2639053,-5.302017234877394e-13,-5.302013693270248e-13,0.2852499056576156,-2.0619923182550864e-12,1.3247194458711372e-11,1.3247196229514948e-11,0.49999952869622366,5.588240757711912e-12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.080954831811514e-15,8.080954831810857e-15,0.08830285168302288,1.0,0.0,0.0,7.042830530290833e-14,-3.700740986439178e-13,3.700740986438666e-13,-0.34238584085116414,0.0,0.0,3.918626994720296e-12,0.0,0.0,0.09996885705418825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0023,0.0023,0.003,0.0002
0,1763700127.330702,-1.9263842113456919e-10,-1.9263842086709814e-10,0.3709873873998542,-1.936068751643277e-10,-9.606736474862793e-10,-9.606736478311873e-10,0.49999988512559684,-9.582399123099269e-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.830545448888828e-16,7.83055764560949e-16,0.09270528019951499,1.0,0.0,0.0,3.660912465402157e-14,-3.244663482335879e-14,3.244669025889961e-14,-0.21045957831918877,0.0,0.0,1.8128935003081094e-12,0.0,0.0,0.09996947496977973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0022,0.002,0.003,0.0003
0,1763700127.3971562,-1.0380219665239851e-10,-1.0380219665968907e-10,0.43996376788312086,-1.3211415031933726e-10,3.9602151712721124e-10,3.9602151582027083e-10,0.43762874926629636,2.5906190543387033e-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.515984274055604e-13,8.515984284425813e-13,0.09688759163971876,1.0,0.0,0.0,4.0697534523618495e-12,-3.8553278525869674e-11,3.855327857227191e-11,-0.08512948548248991,0.0,0.0,2.2630283287270462e-10,0.0,0.0,0.0999701135687383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0023,0.0021,0.0029,0.0003
0,1763700127.4650095,-4.808484951027653e-11,-4.808494025981442e-11,0.44317681271193693,-8.672515272917539e-11,2.526361865475102e-10,2.52635732834451e-10,0.12605616611486026,1.9391645037097504e-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4783373409574597e-13,4.4783373393103823e-13,0.100184640701818,1.0,0.0,0.0,2.3877994453022374e-12,-1.9936543980956266e-11,1.9936543973134834e-11,0.012656912122525512,0.0,0.0,1.1989764059196142e-10,0.0,0.0,0.09997064004726905,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0023,0.0021,0.0036,0.0004
0,1763700127.531396,-2.0645355460130488e-11,-2.064539457683894e-11,0.44460331803791814,-5.387562930255213e-11,1.251762578731611e-10,1.2517649334992383e-10,0.1179267298078907,1.425663289508225e-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9745447499898964e-13,1.9745401190118765e-13,0.10000343995919016,1.0,0.0,0.0,1.5572753670092733e-12,-8.703869829757697e-12,8.703849092063834e-12,0.002155060547203808,0.0,0.0,7.780344156205119e-11,0.0,0.0,0.09997114829803765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0024,0.0024,0.0037,0.0004
0,1763700127.600465,-8.872342491771898e-12,-8.872359307803912e-12,0.44469441145210625,-3.347837468656316e-11,5.3703725976760346e-11,5.3703827700965445e-11,0.11160629658042057,8.851736575430682e-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.336845976688107e-14,8.336830164391474e-14,0.10006420823929395,1.0,0.0,0.0,9.579895920340809e-13,-3.668351856036644e-12,3.6683448977569734e-12,0.003843752422291815,0.0,0.0,4.7497399967639075e-11,0.0,0.0,0.09997175939028476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0026,0.0022,0.0033,0.0003
0,1763700127.6619864,-3.814895593744595e-12,-3.814902809044376e-12,0.4447242602646372,-2.0803423669447597e-11,2.3069148867193552e-11,2.3069192666846708e-11,0.11132284692568148,5.500516141393706e-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.58268912617433e-14,3.5826823351943144e-14,0.10006179661592399,1.0,0.0,0.0,5.953271223964295e-13,-1.5762430225514603e-12,1.5762400347635272e-12,0.003668598300983917,0.0,0.0,2.9517716037991364e-11,0.0,0.0,0.09997230684048694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0011,0.0013,0.0026,0.0004
0,1763700127.7305005,-1.6403334011526444e-12,-1.6403365072993514e-12,0.444726634497183,-1.2927224043255198e-11,9.9190870645236e-12,9.919105806464026e-12,0.11119293622888861,3.4180142213600074e-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5407569472843936e-14,1.5407540348149288e-14,0.1000629452217123,1.0,0.0,0.0,3.6993534787733154e-13,-6.778760617868767e-13,6.778747804676149e-13,0.0036984041601077246,0.0,0.0,1.8342253299530733e-11,0.0,0.0,0.09997285190742453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0013,0.0011,0.0046,0.0003
