step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761380150.4981472,0.0,0.0,0.049999999419459096,-0.03506051381941945,0.0,0.0,0.49999999419459096,-0.3506051381941945,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0019,0.0018,0.001,0.0
0,1761380150.529129,0.0,0.0,0.09874999809456635,-0.013700108288952899,0.0,0.0,0.4999999866059373,0.2048389268498106,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0007,0.001,0.0
0,1761380150.5647123,0.0,0.0,0.1462812478670032,-0.005128334747880875,0.0,0.0,0.49999999724801014,0.08229270833848204,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0012,0.001,0.0023,0.0
0,1761380150.595892,0.0,0.0,0.1926242164298935,-0.0019202246704077839,0.0,0.0,0.4999999975956539,0.0307990170877607,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0006,0.0011,0.0
0,1761380150.6292791,0.0,0.0,0.23767477207723037,-0.0007187663600693769,0.0,0.0,0.49866161058084224,0.011534526935782132,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0006,0.0013,0.0
0,1761380150.6622112,0.0,0.0,0.2599329506855552,-0.000268753032196485,0.0,0.0,0.2820004791025563,0.004320441688711573,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0005,0.0006,0.001,0.0
0,1761380150.695682,0.0,0.0,0.26415205064049346,-0.00010056060276532303,0.0,0.0,0.10717423722077099,0.001614736036262498,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0005,0.0011,0.0
0,1761380150.7291622,0.0,0.0,0.2649481681709208,-3.762472729326567e-05,0.0,0.0,0.07399918796439686,0.0006042186040292426,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0007,0.0005,0.0011,0.0
0,1761380150.762207,0.0,0.0,0.26509839057165946,-1.4077087964720761e-05,0.0,0.0,0.06773926605011694,0.000226070211462133,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0005,0.0005,0.001,0.0
0,1761380150.7976325,0.0,0.0,0.2651267365995395,-5.266855384503892e-06,0.0,0.0,0.06655805792171593,8.458305381098856e-05,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0012,0.0011,0.0019,0.0
